"Date","Price","Open","High","Low","Vol.","Change %"
"12/01/1998","1,229.20","1,163.60","1,244.90","1,136.90","","5.64%"
"11/01/1998","1,163.60","1,098.70","1,193.00","1,098.70","","5.91%"
"10/01/1998","1,098.70","1,017.00","1,103.80","923.30","","8.03%"
"09/01/1998","1,017.00","957.30","1,066.10","940.00","","6.24%"
"08/01/1998","957.30","1,120.70","1,121.80","957.30","","-14.58%"
"07/01/1998","1,120.70","1,133.80","1,190.60","1,114.30","","-1.16%"
"06/01/1998","1,133.80","1,090.80","1,145.20","1,074.70","","3.94%"
"05/01/1998","1,090.80","1,111.80","1,130.50","1,074.40","","-1.89%"
"04/01/1998","1,111.80","1,101.80","1,133.00","1,076.70","","0.91%"
"03/01/1998","1,101.80","1,049.30","1,113.10","1,030.90","","5.00%"
"02/01/1998","1,049.30","980.30","1,051.70","980.30","","7.04%"
"01/01/1998","980.30","970.40","992.60","912.80","","1.02%"
"12/01/1997","970.40","955.40","986.20","924.90","","1.57%"
"11/01/1997","955.40","914.60","964.50","900.60","","4.46%"
"10/01/1997","914.60","950.90","983.10","855.30","","-3.45%"
"09/01/1997","947.30","899.50","960.60","899.50","","5.31%"
"08/01/1997","899.50","954.30","964.20","893.30","","-5.74%"
"07/01/1997","954.30","885.10","957.70","884.50","","7.82%"
"06/01/1997","885.10","848.30","902.10","838.80","","4.34%"
"05/01/1997","848.30","801.30","851.90","793.20","","5.87%"
"04/01/1997","801.30","757.10","804.10","733.50","","5.84%"
"03/01/1997","757.10","790.80","814.90","756.10","","-4.26%"
"02/01/1997","790.80","786.20","817.70","773.40","","0.59%"
"01/01/1997","786.20","740.70","794.70","729.50","","6.14%"
"12/01/1996","740.70","757.00","761.80","716.70","","-2.15%"
"11/01/1996","757.00","705.30","762.10","701.30","","7.33%"
"10/01/1996","705.30","687.30","714.10","684.40","","2.62%"
"09/01/1996","687.30","652.00","690.90","644.00","","5.41%"
"08/01/1996","652.00","640.00","670.70","639.50","","1.88%"
"07/01/1996","640.00","670.60","675.90","605.90","","-4.56%"
"06/01/1996","670.60","669.10","680.30","658.80","","0.22%"
"05/01/1996","669.10","654.20","681.10","630.10","","2.28%"
"04/01/1996","654.20","645.50","656.70","624.10","","1.35%"
"03/01/1996","645.50","640.40","657.00","627.60","","0.80%"
"02/01/1996","640.40","636.00","664.20","633.70","","0.69%"
"01/01/1996","636.00","615.90","636.20","597.30","","3.26%"
"12/01/1995","615.90","605.40","622.90","605.00","","1.73%"
"11/01/1995","605.40","581.50","608.70","581.00","","4.11%"
"10/01/1995","581.50","584.40","590.70","571.50","","-0.50%"
"09/01/1995","584.40","561.90","587.60","561.00","","4.00%"
"08/01/1995","561.90","562.10","565.60","553.00","","-0.04%"
"07/01/1995","562.10","544.80","565.40","542.50","","3.18%"
"06/01/1995","544.80","533.40","551.10","526.00","","2.14%"
"05/01/1995","533.40","514.80","533.40","513.00","","3.63%"
"04/01/1995","514.70","500.70","515.30","500.20","","2.80%"
"03/01/1995","500.70","487.40","508.10","479.70","","2.73%"
"02/01/1995","487.40","470.40","489.20","469.30","","3.61%"
"01/01/1995","470.40","459.20","471.40","457.20","","2.42%"
"12/01/1994","459.30","453.60","462.70","442.90","","1.23%"
"11/01/1994","453.70","472.30","472.30","444.20","","-3.96%"
"10/01/1994","472.40","462.70","474.70","449.30","","2.10%"
"09/01/1994","462.70","475.50","475.50","458.50","","-2.69%"
"08/01/1994","475.50","458.30","477.60","456.10","","3.75%"
"07/01/1994","458.30","444.30","459.30","443.60","","3.15%"
"06/01/1994","444.30","456.50","463.20","439.80","","-2.67%"
"05/01/1994","456.50","450.90","457.80","440.80","","1.24%"
"04/01/1994","450.90","445.70","452.80","435.90","","1.14%"
"03/01/1994","445.80","467.20","471.10","436.20","","-4.56%"
"02/01/1994","467.10","481.60","482.20","464.30","","-3.01%"
"01/01/1994","481.60","466.50","482.90","464.40","","3.26%"
"12/01/1993","466.40","461.90","471.30","461.40","","1.00%"
"11/01/1993","461.80","467.80","469.10","454.40","","-1.28%"
"10/01/1993","467.80","458.90","471.10","456.40","","1.94%"
"09/01/1993","458.90","463.60","463.80","449.60","","-1.01%"
"08/01/1993","463.60","448.10","463.60","446.90","","3.46%"
"07/01/1993","448.10","450.50","451.10","441.40","","-0.53%"
"06/01/1993","450.50","450.20","455.60","442.50","","0.07%"
"05/01/1993","450.20","440.20","454.60","436.90","","2.27%"
"04/01/1993","440.20","451.70","452.60","432.30","","-2.55%"
"03/01/1993","451.70","443.40","456.80","441.10","","1.87%"
"02/01/1993","443.40","438.80","450.00","428.20","","1.05%"
"01/01/1993","438.80","435.70","442.70","426.90","","0.71%"
"12/01/1992","435.70","431.40","442.60","428.60","","1.00%"
"11/01/1992","431.40","418.70","431.90","415.60","","3.03%"
"10/01/1992","418.70","417.80","421.20","396.80","","0.22%"
"09/01/1992","417.80","414.00","425.30","412.70","","0.92%"
"08/01/1992","414.00","424.20","425.10","408.30","","-2.40%"
"07/01/1992","424.20","408.20","424.80","407.20","","3.95%"
"06/01/1992","408.10","415.40","417.30","399.90","","-1.76%"
"05/01/1992","415.40","414.90","418.80","409.90","","0.12%"
"04/01/1992","414.90","403.70","416.30","392.40","","2.77%"
"03/01/1992","403.70","412.70","413.80","401.90","","-2.18%"
"02/01/1992","412.70","408.80","418.10","406.30","","0.95%"
"01/01/1992","408.80","417.00","421.20","408.60","","-1.99%"
"12/01/1991","417.10","375.10","418.30","371.40","","11.17%"
"11/01/1991","375.20","392.50","398.20","371.60","","-4.41%"
"10/01/1991","392.50","387.90","393.80","376.10","","1.19%"
"09/01/1991","387.90","395.40","397.60","382.80","","-1.90%"
"08/01/1991","395.40","387.80","396.80","374.10","","1.96%"
"07/01/1991","387.80","371.20","387.80","370.90","","4.47%"
"06/01/1991","371.20","389.80","389.80","368.00","","-4.77%"
"05/01/1991","389.80","375.40","389.90","365.80","","3.84%"
"04/01/1991","375.40","375.20","391.30","370.30","","0.05%"
"03/01/1991","375.20","367.10","379.70","363.70","","2.21%"
"02/01/1991","367.10","343.90","371.00","340.40","","6.75%"
"01/01/1991","343.90","330.20","343.90","309.40","","4.15%"
"12/01/1990","330.20","322.20","334.00","322.00","","2.48%"
"11/01/1990","322.20","304.00","323.00","301.60","","5.99%"
"10/01/1990","304.00","306.10","319.70","294.50","","-0.69%"
"09/01/1990","306.10","322.60","326.50","296.00","","-5.11%"
"08/01/1990","322.60","356.10","357.40","306.20","","-9.41%"
"07/01/1990","356.10","358.00","369.80","350.10","","-0.53%"
"06/01/1990","358.00","361.20","368.80","351.20","","-0.89%"
"05/01/1990","361.20","330.80","362.30","330.80","","9.19%"
"04/01/1990","330.80","339.90","347.30","327.80","","-2.68%"
"03/01/1990","339.90","331.90","344.50","331.10","","2.41%"
"02/01/1990","331.90","329.10","336.10","322.10","","0.85%"
"01/01/1990","329.10","353.40","360.60","319.80","","-6.88%"
"12/01/1989","353.40","346.00","354.10","339.60","","2.14%"
"11/01/1989","346.00","340.40","346.50","330.90","","1.65%"
"10/01/1989","340.40","349.10","360.40","327.10","","-2.49%"
"09/01/1989","349.10","351.40","354.10","341.40","","-0.65%"
"08/01/1989","351.40","346.10","352.70","339.00","","1.53%"
"07/01/1989","346.10","318.00","346.10","317.30","","8.84%"
"06/01/1989","318.00","320.50","329.20","314.40","","-0.78%"
"05/01/1989","320.50","309.60","323.10","304.10","","3.52%"
"04/01/1989","309.60","294.90","310.40","294.40","","4.98%"
"03/01/1989","294.90","288.90","300.00","286.50","","2.08%"
"02/01/1989","288.90","297.50","300.60","286.30","","-2.89%"
"01/01/1989","297.50","277.70","297.50","273.80","","7.13%"
"12/01/1988","277.70","273.70","280.40","270.50","","1.46%"
"11/01/1988","273.70","279.00","280.40","262.90","","-1.90%"
"10/01/1988","279.00","271.90","283.90","268.80","","2.61%"
"09/01/1988","271.90","261.50","274.90","257.00","","3.98%"
"08/01/1988","261.50","272.00","274.20","256.50","","-3.86%"
"07/01/1988","272.00","273.50","276.40","262.50","","-0.55%"
"06/01/1988","273.50","262.20","276.90","262.10","","4.31%"
"05/01/1988","262.20","261.30","263.70","248.80","","0.34%"
"04/01/1988","261.30","258.90","272.10","254.70","","0.93%"
"03/01/1988","258.90","267.80","272.60","256.10","","-3.32%"
"02/01/1988","267.80","257.10","267.80","247.80","","4.16%"
"01/01/1988","257.10","247.10","261.80","240.20","","4.05%"
"12/01/1987","247.10","230.30","253.30","221.20","","7.29%"
"11/01/1987","230.30","251.80","257.20","225.80","","-8.54%"
"10/01/1987","251.80","321.80","328.90","216.50","","-21.75%"
"09/01/1987","321.80","329.80","332.20","308.60","","-2.43%"
"08/01/1987","329.80","318.70","337.90","314.50","","3.48%"
"07/01/1987","318.70","304.00","318.90","302.50","","4.84%"
"06/01/1987","304.00","290.10","310.30","286.90","","4.79%"
"05/01/1987","290.10","288.40","298.70","277.00","","0.59%"
"04/01/1987","288.40","291.70","303.60","275.70","","-1.13%"
"03/01/1987","291.70","284.20","302.70","282.30","","2.64%"
"02/01/1987","284.20","274.10","287.60","273.20","","3.68%"
"01/01/1987","274.10","242.20","281.00","242.20","","13.17%"
"12/01/1986","242.20","249.20","254.90","241.30","","-2.81%"
"11/01/1986","249.20","244.00","249.20","235.50","","2.13%"
"10/01/1986","244.00","231.30","244.50","231.30","","5.49%"
"09/01/1986","231.30","252.90","254.10","228.10","","-8.54%"
"08/01/1986","252.90","236.10","254.20","231.90","","7.12%"
"07/01/1986","236.10","250.80","253.20","233.10","","-5.86%"
"06/01/1986","250.80","247.30","251.80","238.20","","1.42%"
"05/01/1986","247.30","235.50","249.20","232.30","","5.01%"
"04/01/1986","235.50","238.90","245.50","226.30","","-1.42%"
"03/01/1986","238.90","226.90","240.10","222.20","","5.29%"
"02/01/1986","226.90","211.80","227.90","210.80","","7.13%"
"01/01/1986","211.80","211.30","214.60","202.60","","0.24%"
"12/01/1985","211.30","202.20","213.10","200.10","","4.50%"
"11/01/1985","202.20","189.80","203.40","189.40","","6.53%"
"10/01/1985","189.80","182.10","190.20","181.20","","4.23%"
"09/01/1985","182.10","188.60","188.80","179.40","","-3.45%"
"08/01/1985","188.60","190.90","192.20","186.10","","-1.20%"
"07/01/1985","190.90","191.80","196.10","189.30","","-0.47%"
"06/01/1985","191.80","189.60","191.80","185.00","","1.16%"
"05/01/1985","189.60","179.80","190.00","178.30","","5.45%"
"04/01/1985","179.80","180.70","183.60","177.90","","-0.50%"
"03/01/1985","180.70","181.20","183.90","176.50","","-0.28%"
"02/01/1985","181.20","179.60","183.90","177.80","","0.89%"
"01/01/1985","179.60","167.20","180.30","163.40","","7.42%"
"12/01/1984","167.20","163.60","169.00","161.50","","2.20%"
"11/01/1984","163.60","166.10","170.40","163.00","","-1.51%"
"10/01/1984","166.10","166.10","169.60","160.00","","0.00%"
"09/01/1984","166.10","166.70","169.70","163.10","","-0.36%"
"08/01/1984","166.70","150.70","168.80","150.70","","10.62%"
"07/01/1984","150.70","153.20","153.90","147.30","","-1.63%"
"06/01/1984","153.20","150.60","155.60","148.50","","1.73%"
"05/01/1984","150.60","160.10","162.10","148.70","","-5.93%"
"04/01/1984","160.10","159.20","160.70","154.10","","0.57%"
"03/01/1984","159.20","157.10","160.50","153.80","","1.34%"
"02/01/1984","157.10","163.40","164.00","152.10","","-3.86%"
"01/01/1984","163.40","164.90","169.50","162.00","","-0.91%"
"12/01/1983","164.90","166.40","167.80","160.60","","-0.90%"
"11/01/1983","166.40","163.60","169.10","160.60","","1.71%"
"10/01/1983","163.60","166.10","173.10","162.00","","-1.51%"
"09/01/1983","166.10","164.40","171.60","162.80","","1.03%"
"08/01/1983","164.40","162.60","166.70","157.60","","1.11%"
"07/01/1983","162.60","168.10","171.70","160.60","","-3.27%"
"06/01/1983","168.10","162.40","172.80","160.00","","3.51%"
"05/01/1983","162.40","164.40","167.70","159.70","","-1.22%"
"04/01/1983","164.40","153.00","165.40","149.50","","7.45%"
"03/01/1983","153.00","148.10","156.40","144.80","","3.31%"
"02/01/1983","148.10","145.30","151.80","141.00","","1.93%"
"01/01/1983","145.30","140.60","149.10","137.30","","3.34%"
"12/01/1982","140.60","138.50","144.70","133.80","","1.52%"
"11/01/1982","138.50","133.70","145.30","132.10","","3.59%"
"10/01/1982","133.70","120.40","141.40","119.10","","11.05%"
"09/01/1982","120.40","120.00","127.30","117.20","","0.75%"
"08/01/1982","119.50","108.20","121.20","101.40","","11.58%"
"07/01/1982","107.10","109.50","113.10","105.10","","-2.28%"
"06/01/1982","109.60","112.00","113.10","106.30","","-2.06%"
"05/01/1982","111.90","116.00","120.60","111.20","","-3.87%"
"04/01/1982","116.40","112.20","120.10","111.50","","3.93%"
"03/01/1982","112.00","113.40","114.80","106.20","","-0.97%"
"02/01/1982","113.10","118.70","119.80","110.00","","-6.06%"
"01/01/1982","120.40","122.60","123.70","113.60","","-1.79%"
"12/01/1981","122.60","125.70","127.30","121.00","","-2.93%"
"11/01/1981","126.30","123.50","127.00","119.10","","3.61%"
"10/01/1981","121.90","115.80","123.30","115.00","","4.91%"
"09/01/1981","116.20","122.80","124.60","110.20","","-5.37%"
"08/01/1981","122.80","130.70","135.20","122.30","","-6.19%"
"07/01/1981","130.90","130.70","131.80","126.00","","-0.23%"
"06/01/1981","131.20","133.30","135.70","128.80","","-1.06%"
"05/01/1981","132.60","133.10","134.90","128.80","","-0.15%"
"04/01/1981","132.80","136.40","137.70","131.60","","-2.35%"
"03/01/1981","136.00","131.10","138.40","128.60","","3.58%"
"02/01/1981","131.30","128.90","132.00","124.70","","1.31%"
"01/01/1981","129.60","135.70","140.30","128.60","","-4.57%"
"12/01/1980","135.80","139.60","140.70","125.30","","-3.35%"
"11/01/1980","140.50","128.00","142.00","127.20","","10.20%"
"10/01/1980","127.50","125.70","135.90","124.30","","1.59%"
"09/01/1980","125.50","122.40","132.20","121.80","","2.53%"
"08/01/1980","122.40","121.40","127.80","119.40","","0.58%"
"07/01/1980","121.70","114.10","123.90","113.50","","6.57%"
"06/01/1980","114.20","110.90","118.00","109.80","","2.70%"
"05/01/1980","111.20","107.90","112.70","103.50","","4.61%"
"04/01/1980","106.30","106.30","106.80","98.90","","4.11%"
"03/01/1980","102.10","102.10","114.30","94.20","","-10.20%"
"02/01/1980","113.70","115.40","120.20","111.30","","-0.44%"
"01/01/1980","114.20","107.90","117.20","103.30","","5.84%"
"12/01/1979","107.90","107.90","110.30","105.10","","1.60%"
"11/01/1979","106.20","106.20","107.90","99.40","","4.32%"
"10/01/1979","101.80","101.80","112.20","99.10","","-6.86%"
"09/01/1979","109.30","109.10","111.60","105.40","","0.00%"
"08/01/1979","109.30","103.80","109.80","103.10","","5.30%"
"07/01/1979","103.80","102.60","105.20","100.30","","0.87%"
"06/01/1979","102.90","99.10","103.70","98.60","","3.83%"
"05/01/1979","99.10","101.80","102.60","97.50","","-2.65%"
"04/01/1979","101.80","101.10","103.90","100.10","","0.20%"
"03/01/1979","101.60","96.40","103.30","96.00","","5.50%"
"02/01/1979","96.30","99.50","100.50","95.40","","-3.60%"
"01/01/1979","99.90","95.80","102.60","95.20","","3.95%"
"12/01/1978","96.10","95.60","98.60","92.60","","1.48%"
"11/01/1978","94.70","94.60","97.40","91.80","","1.61%"
"10/01/1978","93.20","102.30","106.20","91.70","","-9.07%"
"09/01/1978","102.50","103.20","108.10","100.70","","-0.77%"
"08/01/1978","103.30","100.90","106.30","99.90","","2.58%"
"07/01/1978","100.70","95.20","101.20","93.60","","5.45%"
"06/01/1978","95.50","97.30","101.80","94.00","","-1.75%"
"05/01/1978","97.20","96.90","100.30","94.60","","0.41%"
"04/01/1978","96.80","88.80","97.90","88.10","","8.52%"
"03/01/1978","89.20","86.70","91.30","86.40","","2.53%"
"02/01/1978","87.00","89.30","91.30","86.60","","-2.47%"
"01/01/1978","89.20","94.70","95.20","88.00","","-6.20%"
"12/01/1977","95.10","95.10","95.70","91.80","","0.32%"
"11/01/1977","94.80","94.80","97.10","90.00","","2.71%"
"10/01/1977","92.30","92.30","97.30","90.20","","-4.35%"
"09/01/1977","96.50","96.50","98.40","94.40","","-0.31%"
"08/01/1977","96.80","96.80","99.80","95.00","","-2.02%"
"07/01/1977","98.80","98.80","102.60","97.70","","-1.69%"
"06/01/1977","100.50","100.50","101.70","95.90","","4.58%"
"05/01/1977","96.10","96.10","100.90","95.50","","-2.34%"
"04/01/1977","98.40","98.40","102.10","96.50","","0.00%"
"03/01/1977","98.40","98.40","102.70","97.80","","-1.40%"
"02/01/1977","99.80","99.80","103.30","98.80","","-2.16%"
"01/01/1977","102.00","102.00","108.00","100.90","","-5.12%"
"12/01/1976","107.50","107.50","107.80","101.60","","5.29%"
"11/01/1976","102.10","102.10","103.80","98.20","","-0.78%"
"10/01/1976","102.90","102.90","105.80","99.20","","-2.19%"
"09/01/1976","105.20","105.20","108.70","102.60","","2.24%"
"08/01/1976","102.90","102.90","105.40","100.40","","-0.48%"
"07/01/1976","103.40","103.40","106.80","102.30","","-0.86%"
"06/01/1976","104.30","104.30","105.10","98.00","","4.09%"
"05/01/1976","100.20","100.20","104.00","98.30","","-1.38%"
"04/01/1976","101.60","101.60","104.60","99.60","","-1.17%"
"03/01/1976","102.80","102.80","104.40","98.20","","3.11%"
"02/01/1976","99.70","99.70","103.10","98.50","","-1.19%"
"01/01/1976","100.90","100.90","102.00","89.80","","11.86%"
"12/01/1975","90.20","90.20","91.90","86.20","","-1.10%"
"11/01/1975","91.20","91.20","92.30","87.60","","2.47%"
"10/01/1975","89.00","89.00","91.80","82.60","","6.08%"
"09/01/1975","83.90","83.90","87.40","81.60","","-3.45%"
"08/01/1975","86.90","86.90","89.00","82.20","","-2.14%"
"07/01/1975","88.80","88.80","96.60","87.70","","-6.72%"
"06/01/1975","95.20","95.20","95.80","89.30","","4.39%"
"05/01/1975","91.20","91.20","93.50","86.90","","4.47%"
"04/01/1975","87.30","87.30","88.80","79.70","","4.68%"
"03/01/1975","83.40","83.40","87.10","80.10","","2.21%"
"02/01/1975","81.60","81.60","83.60","76.00","","5.97%"
"01/01/1975","77.00","77.00","78.70","68.70","","12.24%"
"12/01/1974","68.60","68.60","68.60","68.60","","-2.00%"
"11/01/1974","70.00","70.00","70.00","70.00","","-5.28%"
"10/01/1974","73.90","73.90","73.90","73.90","","16.38%"
"09/01/1974","63.50","63.50","63.50","63.50","","-12.05%"
"08/01/1974","72.20","72.20","72.20","72.20","","-8.95%"
"07/01/1974","79.30","79.30","79.30","79.30","","-7.79%"
"06/01/1974","86.00","86.00","86.00","86.00","","-1.49%"
"05/01/1974","87.30","87.30","87.30","87.30","","-3.32%"
"04/01/1974","90.30","90.30","90.30","90.30","","-3.94%"
"03/01/1974","94.00","94.00","94.00","94.00","","-2.29%"
"02/01/1974","96.20","96.20","96.20","96.20","","-0.41%"
"01/01/1974","96.60","96.60","96.60","96.60","","-0.92%"
"12/01/1973","97.50","97.50","97.50","97.50","","1.56%"
"11/01/1973","96.00","96.00","96.00","96.00","","-11.36%"
"10/01/1973","108.30","108.30","108.30","108.30","","-0.09%"
"09/01/1973","108.40","108.40","108.40","108.40","","4.03%"
"08/01/1973","104.20","104.20","104.20","104.20","","-3.70%"
"07/01/1973","108.20","108.20","108.20","108.20","","3.74%"
"06/01/1973","104.30","104.30","104.30","104.30","","-0.67%"
"05/01/1973","105.00","105.00","105.00","105.00","","-1.87%"
"04/01/1973","107.00","107.00","107.00","107.00","","-4.04%"
"03/01/1973","111.50","111.50","111.50","111.50","","-0.18%"
"02/01/1973","111.70","111.70","111.70","111.70","","-3.71%"
"01/01/1973","116.00","116.00","116.00","116.00","","-1.69%"
"12/01/1972","118.00","118.00","118.00","118.00","","1.11%"
"11/01/1972","116.70","116.70","116.70","116.70","","4.57%"
"10/01/1972","111.60","111.60","111.60","111.60","","1.00%"
"09/01/1972","110.50","110.50","110.50","110.50","","-0.54%"
"08/01/1972","111.10","111.10","111.10","111.10","","3.45%"
"07/01/1972","107.40","107.40","107.40","107.40","","0.28%"
"06/01/1972","107.10","107.10","107.10","107.10","","-2.19%"
"05/01/1972","109.50","109.50","109.50","109.50","","1.67%"
"04/01/1972","107.70","107.70","107.70","107.70","","0.47%"
"03/01/1972","107.20","107.20","107.20","107.20","","0.56%"
"02/01/1972","106.60","106.60","106.60","106.60","","2.60%"
"01/01/1972","103.90","103.90","103.90","103.90","","1.76%"
"12/01/1971","102.10","102.10","102.10","102.10","","8.62%"
"11/01/1971","94.00","94.00","94.00","94.00","","-0.21%"
"10/01/1971","94.20","94.20","94.20","94.20","","-4.17%"
"09/01/1971","98.30","98.30","98.30","98.30","","-0.71%"
"08/01/1971","99.00","99.00","99.00","99.00","","3.56%"
"07/01/1971","95.60","95.60","95.60","95.60","","-4.11%"
"06/01/1971","99.70","99.70","99.70","99.70","","0.10%"
"05/01/1971","99.60","99.60","99.60","99.60","","-4.23%"
"04/01/1971","104.00","104.00","104.00","104.00","","3.69%"
"03/01/1971","100.30","100.30","100.30","100.30","","3.62%"
"02/01/1971","96.80","96.80","96.80","96.80","","0.94%"
"01/01/1971","95.90","95.90","95.90","95.90","","4.01%"
"12/01/1970","92.20","92.20","92.20","92.20","","5.73%"
"11/01/1970","87.20","87.20","87.20","87.20","","4.81%"
"10/01/1970","83.20","83.20","83.20","83.20","","-1.19%"
"09/01/1970","84.20","84.20","84.20","84.20","","3.31%"
"08/01/1970","81.50","81.50","81.50","81.50","","4.49%"
"07/01/1970","78.00","78.00","78.00","78.00","","7.29%"
"06/01/1970","72.70","72.70","72.70","72.70","","-4.97%"
"05/01/1970","76.50","76.50","76.50","76.50","","-6.13%"
"04/01/1970","81.50","81.50","81.50","81.50","","-9.04%"
"03/01/1970","89.60","89.60","89.60","89.60","","0.11%"
"02/01/1970","89.50","89.50","89.50","89.50","","5.29%"